,state,county,inc,% change
2115,DE,Stark,52426,7.2
2116,DE,Summit,60771,6.5
2117,DE,Trumbull,46356,8.3
2118,DE,Tuscarawas,50625,6.6
2119,DE,Union,64967,5.9
2120,DE,Van Wert,49328,9.6
2121,DE,Vinton,42290,11.9
2122,DE,Warren,69581,5
2123,WA,Wayne,52817,7.1
2124,WA,Williams,49310,8.1
2125,WA,Wood,53892,5.7
2126,WA,Wyandot,54342,9.8
2128,OK,Adair,41496,9.6
2129,OK,Alfalfa,43695,4.2
2130,OK,Atoka,36195,6
2131,OK,Beaver,65668,2.3
2132,OK,Beckham,40147,2
2133,OK,Blaine,53081,-3.1
2134,OK,Bryan,43871,6.7
2135,OK,Caddo,45452,5.5
2136,OK,Canadian,50309,3.1
2137,OK,Carter,48733,4.2
2138,OK,Cherokee,40638,6.1
2139,OK,Choctaw,40395,10.5
2140,OK,Cimarron,68769,0.6
2141,OK,Cleveland,49946,4.4
2142,OK,Coal,44170,1.2
2143,OK,Comanche,47650,6.7
2144,OK,Cotton,51300,8.9
2145,OK,Craig,43958,3.5
2146,OK,Creek,47927,6
2147,OK,Custer,46226,3.8
2148,DE,Dewey,53807,-4.3
2149,DE,Ellis,57564,-2.1
2150,DE,Garfield,48861,2.6
2151,DE,Garvin,48690,7.3
2152,DE,Grady,47840,5
2153,DE,Grant,60177,11
2154,DE,Greer,35502,7.5
2155,DE,Harmon,51088,10.2
2156,DE,Harper,54555,-3.8
2157,DE,Haskell,42506,4.7
2158,DE,Hughes,46703,-0.5
2159,DE,Jackson,49372,7
2160,DE,Jefferson,41152,8.6
2161,DE,Johnston,43246,9.3
2162,DE,Kay,47817,7.8
2163,DE,Kingfisher,67299,3.4
2164,DE,Kiowa,45875,10.5
2165,DE,Latimer,40932,3.7
2166,DE,Le Flore,40214,5.2
2167,DE,Lincoln,44687,7.4
2168,DE,Logan,48559,3.2
2169,DE,Love,43592,4.9
2170,DE,McClain,53330,2.5
2171,DE,McCurtain,42574,7.4
2172,DE,McIntosh,42241,7.4
2173,DE,Major,47185,1.5
2174,DE,Marshall,43325,8.6
2175,DE,Mayes,44615,8.1
2176,DE,Murray,48831,3.3
2177,DE,Muskogee,43699,6.7
2178,DE,Noble,51172,5.5
2179,DE,Nowata,46337,7
2180,DE,Okfuskee,37839,6.3
2181,OK,Okmulgee,41808,6.8
2182,OK,Osage,42015,6.4
2183,OK,Ottawa,45484,8
2184,OK,Pawnee,43859,5.7
2185,OK,Payne,43952,6.5
2186,OK,Pittsburg,42102,2
2187,OK,Pontotoc,51619,6.5
2188,OK,Pottawatomie,46730,6.1
2189,OK,Pushmataha,39442,9.5
2190,OK,Roger Mills,50590,6.9
2191,OK,Rogers,52142,4.2
2192,OK,Seminole,41119,6.6
2193,OK,Sequoyah,42780,8.7
2194,OK,Stephens,48328,3.8
2195,TX,Tillman,40610,-2.2
2196,TX,Tulsa,66535,-1
2197,TX,Wagoner,47142,4.7
2198,WA,Washita,40961,3.6
2199,WA,Woods,50198,3.1
2200,WA,Woodward,41180,5
2202,OR,Baker,48107,9.1
2203,OR,Benton,54174,7.1
2204,OR,Clackamas,71504,6.8
2205,OR,Clatsop,52250,8.4
2206,OR,Columbia,53573,7.7
2207,OR,Coos,55759,10.3
2208,OR,Crook,50708,7.8
2209,OR,Curry,53044,8.7
2210,OR,Deschutes,67743,8.9
2211,OR,Douglas,50595,10.5
2212,OR,Gilliam,63645,15.7
2213,OR,Grant,50870,11.1
2214,OR,Harney,49257,10.9
2215,OR,Hood River,65127,8.3
2216,OR,Jackson,56842,9.7
2217,OR,Jefferson,43145,10.7
2218,OR,Josephine,54466,11.4
2219,OR,Klamath,48050,9.7
2220,OR,Lake,47066,8.3
2221,OR,Lane,55146,9.7
2222,OR,Lincoln,52482,7.3
2223,OR,Linn,52695,8.7
2224,OR,Malheur,38923,8.7
2225,OR,Marion,53791,9.1
2226,OR,Morrow,51670,6.1
2227,OR,Multnomah,70331,8.1
2228,OR,Polk,49781,6.6
2229,OR,Sherman,67558,13.5
2230,OR,Tillamook,51643,7.9
2231,OR,Umatilla,48439,10.5
2232,OR,Union,50053,9.4
2233,OR,Wallowa,52999,9.4
2234,OR,Wasco,52527,10.9
2235,WA,Wheeler,42637,9.4
2236,WA,Yamhill,55802,8.8
2238,PA,Adams,55752,6.9
2239,PA,Allegheny,70580,5.1
2240,PA,Armstrong,54198,9.9
2241,PA,Beaver,56452,9.1
2242,PA,Bedford,49916,7.1
2243,PA,Berks,57970,8.7
2244,PA,Blair,54470,8.4
2245,PA,Bradford,49063,5.9
2246,PA,Bucks,83011,5.6
2247,PA,Butler,67203,6
2248,PA,Cambria,49472,8.1
2249,PA,Cameron,54352,11.3
2250,PA,Carbon,59317,6.5
2251,PA,Centre,54994,7.1
2252,PA,Chester,95483,4.2
2253,PA,Clarion,49611,9
2254,PA,Clearfield,52478,9.9
2255,PA,Clinton,49312,8.7
2256,PA,Columbia,50176,9
2257,PA,Crawford,48431,9.2
2258,PA,Cumberland,63650,8.2
2259,PA,Dauphin,58741,6.6
2260,DE,Elk,51653,9.3
2261,DE,Erie,52747,8.9
2262,DE,Fayette,51007,9.9
2263,DE,Forest,29573,13.6
2264,DE,Franklin,55139,7.6
2265,DE,Fulton,49929,6.5
2266,DE,Greene,50266,7.2
2267,DE,Huntingdon,46331,10.6
2268,IN,Jefferson,50240,8.3
2269,IN,Juniata,56422,10.6
2270,IN,Lackawanna,54380,8.4
2271,IN,Lancaster,61547,7.7
2272,IN,Lawrence,51611,9.6
2273,IN,Lebanon,55803,7.1
2274,IN,Lehigh,62537,6.3
2275,IN,Luzerne,52300,9.3
2276,IN,Lycoming,50464,8.3
2277,IN,McKean,51169,6.9
2278,IN,Mercer,49311,8.7
2279,IN,Mifflin,46768,9.8
2280,IN,Monroe,53118,9.5
2281,IN,Montgomery,88671,6.4
2282,IN,Montour,64548,6.2
2283,IN,Northampton,63256,5.2
2284,IN,Northumberland,49525,9.5
2285,IN,Perry,53700,7.3
2286,IN,Philadelphia,60869,5
2287,IN,Pike,56008,4.5
2288,IN,Potter,51432,5.8
2289,IN,Schuylkill,49451,9
2290,IN,Snyder,50846,9.1
2291,IN,Somerset,48135,8.7
2292,IN,Sullivan,55564,6.3
2293,IN,Susquehanna,55354,4.5
2294,IN,Tioga,47572,7.2
2295,IN,Union,50630,7.5
2296,IN,Venango,50691,8.4
2297,IN,Warren,49356,7.6
2298,WA,Wayne,52351,7.9
2299,WA,Westmoreland,59874,7.9
2300,WY,York,57870,6.8
2302,RI,Bristol,87810,4.6
2303,RI,Kent,67906,5.8
2304,RI,Newport,84054,7.2
2305,RI,Providence,56429,8.4
2307,SC,Abbeville,40596,8.9
2308,SC,Aiken,51057,6
2309,SC,Allendale,41814,16.2
2310,SC,Anderson,46894,5.6
2311,SC,Bamberg,41081,7.5
2312,SC,Barnwell,41828,9.1
2313,SC,Beaufort,70166,4.4
2314,SC,Berkeley,48919,4.5
2315,SC,Calhoun,50375,7.2
2316,SC,Charleston,73032,2.5
2317,SC,Cherokee,40230,8.2
2318,SC,Chester,43169,10
2319,SC,Chesterfield,39538,6.3
2320,SC,Clarendon,44874,10.1
2321,SC,Colleton,42481,8.1
2322,SC,Darlington,47845,7
2323,SC,Dillon,39567,8.8
2324,SC,Dorchester,46857,5.3
2325,SC,Edgefield,45299,9.1
2326,SC,Fairfield,48634,10
2327,SC,Florence,51554,6.9
2328,SC,Georgetown,57656,6.4
2329,SC,Greenville,55442,3.3
2330,SC,Greenwood,44723,7.9
2331,SC,Hampton,41689,14.4
2332,SC,Horry,46817,7
2333,SC,Jasper,41531,9.5
2334,SC,Kershaw,50635,5.9
2335,SC,Lancaster,55033,-3.7
2336,SC,Laurens,41245,6.6
2337,SC,Lee,41364,9.3
2338,SC,Lexington,55304,4.1
2339,SC,McCormick,44391,6.2
2340,SC,Marion,41519,9.2
2341,SC,Marlboro,37933,9.4
2342,SC,Newberry,46917,7.1
2343,SC,Oconee,52336,4.6
2344,SC,Orangeburg,42376,9
2345,SC,Pickens,43842,4.6
2346,SC,Richland,52980,5.7
2347,SC,Saluda,44503,6.4
2348,SC,Spartanburg,50596,5.8
2349,SC,Sumter,47046,7.3
2350,SC,Union,40821,8.8
2351,SC,Williamsburg,40746,11.3
2352,SC,York,56566,5.5
2354,SD,Aurora,54512,19.9
2355,SD,Beadle,55409,7.4
2356,SD,Bennett,46894,16.9
2357,SD,Bon Homme,47665,5.7
2358,SD,Brookings,53860,7.2
2359,SD,Brown,66044,13.2
2360,SD,Brule,59267,16.1
2361,SD,Buffalo,32773,28.2
2362,SD,Butte,45885,8.4
2363,SD,Campbell,79723,47.3
2364,SD,Charles Mix,50673,12.1
2365,SD,Clark,71383,46.5
2366,SD,Clay,47288,6.3
2367,SD,Codington,59387,9.1
2368,SD,Corson,38834,14.4
2369,SD,Custer,59756,6.2
2370,SD,Davison,59258,7.5
2371,SD,Day,65558,36.3
2372,SD,Deuel,62580,18.4
2373,SD,Dewey,54255,23.8
2374,SD,Douglas,67626,1.9
2375,SD,Edmunds,77988,23.5
2376,SD,Fall River,51225,6.5
2377,SD,Faulk,80152,18.6
2378,SD,Grant,63935,14.1
2379,SD,Gregory,57305,13.7
2380,SD,Haakon,74530,43.6
2381,SD,Hamlin,57440,18
2382,SD,Hand,75506,23.4
2383,SD,Hanson,77579,8.5
2384,SD,Harding,60414,-3.5
2385,SD,Hughes,61666,4
2386,SD,Hutchinson,65945,4.2
2387,SD,Hyde,70095,31.2
2388,SD,Jackson,39102,17.1
2389,SD,Jerauld,62655,28.1
2390,SD,Jones,86307,4
2391,SD,Kingsbury,70430,20.2
2392,SD,Lake,69817,13.3
2393,SD,Lawrence,60510,5.8
2394,SD,Lincoln,77245,5.6
2395,SD,Lyman,57365,13.3
2396,SD,McCook,67402,11
2397,SD,McPherson,65047,34.2
2398,SD,Marshall,72571,30
2399,SD,Meade,50972,9.5
2400,SD,Mellette,43805,14.6
2401,SD,Miner,65438,22.2
2402,SD,Minnehaha,69693,6.5
2403,SD,Moody,65719,16.9
2404,SD,Oglala Lakota,34333,15.8
2405,SD,Pennington,64035,7.8
2406,SD,Perkins,50692,16.1
2407,SD,Potter,87031,18.6
2408,SD,Roberts,50205,22
2409,SD,Sanborn,64677,16.3
2410,SD,Spink,76434,29.6
2411,SD,Stanley,78300,1.4
2412,SD,Sully,106241,32.9
2413,SD,Todd,35663,10.8
2414,SD,Tripp,60022,11.3
2415,SD,Turner,73093,3.1
2416,SD,Union,134811,5.7
2417,SD,Walworth,58681,17.9
2418,SD,Yankton,59224,6.1
2419,SD,Ziebach,30532,34.9
2421,TN,Anderson,50901,7
2422,TN,Bedford,46083,6
2423,TN,Benton,40963,8.4
2424,TN,Bledsoe,33675,7.8
2425,TN,Blount,52596,6.9
2426,TN,Bradley,46409,7.7
2427,TN,Campbell,42471,8
2428,TN,Cannon,44419,6.9
2429,TN,Carroll,40502,3.8
2430,TN,Carter,40739,7.1
2431,TN,Cheatham,54069,4.9
2432,TN,Chester,41568,10.6
2433,TN,Claiborne,42542,7.1
2434,TN,Clay,40338,6.1
2435,TN,Cocke,40384,9.8
2436,TN,Coffee,46299,6.4
2437,TN,Crockett,49729,5.5
2438,TN,Cumberland,44295,6.7
2439,TN,Davidson,82087,5.3
2440,TN,Decatur,48912,5.1
2441,TN,DeKalb,47634,6.3
2442,TN,Dickson,50218,5.3
2443,TN,Dyer,51559,8.7
2444,TN,Fayette,68153,7
2445,TN,Fentress,40402,6.7
2446,TN,Franklin,45975,7
2447,TN,Gibson,46449,7.9
2448,TN,Giles,43321,6
2449,TN,Grainger,41569,8.2
2450,TN,Greene,41796,5.2
2451,TN,Grundy,39349,8.9
2452,TN,Hamblen,45234,8.4
2453,TN,Hamilton,60089,3.8
2454,TN,Hancock,34135,11.8
2455,TN,Hardeman,35485,8.2
2456,TN,Hardin,45053,8
2457,TN,Hawkins,41436,8.1
2458,TN,Haywood,41503,8.9
2459,TN,Henderson,44357,8.3
2460,TN,Henry,49852,9.5
2461,TN,Hickman,41689,5.4
2462,TN,Houston,39128,6
2463,TN,Humphreys,44127,5.6
2464,TN,Jackson,38953,8.1
2465,TN,Jefferson,44330,6.6
2466,TN,Johnson,37936,7
2467,TN,Knox,59934,6.5
2468,TN,Lake,29534,5.3
2469,TN,Lauderdale,39733,10.2
2470,TN,Lawrence,41310,5.3
2471,TN,Lewis,41476,9.2
2472,TN,Lincoln,48683,7.7
2473,TN,Loudon,60642,5.8
2474,TN,McMinn,43715,7.4
2475,TN,McNairy,38354,6.8
2476,TN,Macon,39669,6.1
2477,TN,Madison,51004,7.7
2478,TN,Marion,46559,6.9
2479,TN,Marshall,47446,6.9
2480,TN,Maury,52041,6.2
2481,TN,Meigs,39452,8.7
2482,TN,Monroe,42276,7.9
2483,TN,Montgomery,48104,6.7
2484,TN,Moore,48015,4.9
2485,TN,Morgan,39005,8.1
2486,TN,Obion,48493,7.7
2487,TN,Overton,40959,8
2488,TN,Perry,38404,4.2
2489,TN,Pickett,45308,5.9
2490,TN,Polk,39180,6.2
2491,TN,Putnam,47536,6.9
2492,TN,Rhea,42174,9.4
2493,TN,Roane,49972,6.6
2494,TN,Robertson,51097,5
2495,TN,Rutherford,49411,5.4
2496,TN,Scott,37333,9.1
2497,TN,Sequatchie,43709,8.4
2498,TN,Sevier,49012,6.5
2499,TN,Shelby,59212,6.6
2500,TN,Smith,48602,5.1
2501,TN,Stewart,48205,5.9
2502,TN,Sullivan,50418,6.6
2503,TN,Sumner,59105,4.9
2504,TN,Tipton,49219,7
2505,TN,Trousdale,36454,4.5
2506,TN,Unicoi,43044,7
2507,TN,Union,40349,6.8
2508,TN,Van Buren,36669,8.7
2509,TN,Warren,41296,7.5
2510,WA,Wayne,35726,10.5
2511,WA,Weakley,45366,7.3
2512,WA,White,40770,7.4
2513,WA,Williamson,107698,3.8
2514,WA,Wilson,59229,3.9
2516,TX,Anderson,42444,6.5
2517,TX,Andrews,52943,-7.5
2518,TX,Angelina,46170,5.6
2519,TX,Aransas,59878,2.3
2520,TX,Archer,60101,5.1
2521,TX,Armstrong,61382,4.9
2522,TX,Atascosa,46737,6.5
2523,TX,Austin,58284,2.4
2524,TX,Bailey,51709,12.1
2525,TX,Bandera,58706,3.9
2526,TX,Bastrop,44230,5.8
2527,TX,Baylor,58779,13.3
2528,TX,Bee,34738,4.1
2529,TX,Bell,49405,6.1
2530,TX,Bexar,51780,2.7
2531,TX,Blanco,66088,5.7
2532,TX,Borden,101470,-7.6
2533,TX,Bosque,50943,6
2534,TX,Bowie,47792,7.3
2535,TX,Brazoria,56360,4.4
2536,TX,Brazos,46702,5
2537,TX,Brewster,53014,5
2538,TX,Briscoe,58862,0.7
2539,TX,Brooks,43437,11.4
2540,TX,Brown,46028,5.6
2541,TX,Burleson,57482,5
2542,TX,Burnet,59381,4
2543,TX,Caldwell,41642,8.2
2544,TX,Calhoun,60589,3.5
2545,TX,Callahan,50963,5.2
2546,TX,Cameron,37861,12.1
2547,TX,Camp,46705,8
2548,TX,Carson,56357,-2.3
2549,TX,Cass,46101,8.7
2550,TX,Castro,81900,13.9
2551,TX,Chambers,60591,2.3
2552,TX,Cherokee,43376,7.6
2553,TX,Childress,39953,9.1
2554,TX,Clay,51938,5.3
2555,TX,Cochran,62305,12.2
2556,TX,Coke,48804,6.8
2557,TX,Coleman,54822,7.8
2558,TX,Collin,77006,2
2559,TX,Collingsworth,54140,8.1
2560,CO,Comal,67063,1.5
2561,CO,Comanche,50112,7.5
2562,CO,Concho,38635,11
2563,CO,Cooke,59800,4.7
2564,CO,Coryell,37476,7
2565,CO,Cottle,73613,14.3
2566,CO,Crane,54119,-7.8
2567,CO,Crockett,57013,2.6
2568,CO,Crosby,52897,10.4
2569,CO,Culberson,71297,15
2570,CO,Dallam,70511,6.9
2571,CO,Dallas,72218,2.5
2572,CO,Dawson,46139,8
2573,CO,Deaf Smith,60615,9.1
2574,CO,Delta,47471,8.4
2575,CO,Denton,68773,3.5
2576,CO,DeWitt,66916,-2
2577,CO,Dickens,50869,14.3
2578,CO,Dimmit,55771,2.7
2579,CO,Donley,50574,4.5
2580,CO,Duval,51887,8.7
2581,CO,Eastland,66400,-12
2582,CO,Ector,53610,-6.8
2583,CO,Edwards,73981,17.4
2584,CO,Ellis,53393,3.9
2585,CO,El Paso,44064,7.6
2586,CO,Erath,46906,5.5
2587,CO,Falls,43658,10.1
2588,CO,Fannin,46449,4.5
2589,CO,Fayette,65339,3.5
2590,CO,Fisher,57245,5.6
2591,CO,Floyd,53292,0.8
2592,CO,Foard,61279,11.8
2593,CO,Fort Bend,65797,-0.4
2594,CO,Franklin,51926,6.7
2595,CO,Freestone,44014,4.7
2596,CO,Frio,39898,5.8
2597,CO,Gaines,50616,3.6
2598,CO,Galveston,60071,2
2599,CO,Garza,36426,-2.1
2600,CO,Gillespie,78039,5.9
2601,CO,Glasscock,124963,-5.5
2602,CO,Goliad,55947,2.4
2603,CO,Gonzales,57578,2.6
2604,CO,Gray,49815,3.7
2605,CO,Grayson,52055,5.4
2606,CO,Gregg,52958,4.6
2607,CO,Grimes,41914,4.6
2608,CO,Guadalupe,52190,4.5
2609,CO,Hale,43543,8.5
2610,CO,Hall,48706,12
2611,CO,Hamilton,77672,4.9
2612,CO,Hansford,77093,4.4
2613,CO,Hardeman,54847,7.4
2614,CO,Hardin,52544,2.6
2615,CO,Harris,65869,1.8
2616,CO,Harrison,47928,3.1
2617,CO,Hartley,75790,1.5
2618,CO,Haskell,54321,2.8
2619,CO,Hays,56097,5.3
2620,CO,Hemphill,75731,1.9
2621,CO,Henderson,48594,5.3
2622,CO,Hidalgo,34503,10.9
2623,CO,Hill,49968,5.6
2624,CO,Hockley,52586,7.9
2625,CO,Hood,60912,3.8
2626,CO,Hopkins,50272,6.1
2627,CO,Houston,48835,8.8
2628,CO,Howard,51007,0.6
2629,CO,Hudspeth,42500,12.6
2630,CO,Hunt,46801,6.2
2631,CO,Hutchinson,50130,6.7
2632,CO,Irion,78988,-1.1
2633,CO,Jack,45263,2.7
2634,CO,Jackson,51971,-0.1
2635,CO,Jasper,49475,5.7
2636,CO,Jeff Davis,59302,8.4
2637,CO,Jefferson,48243,4.8
2638,CO,Jim Hogg,43336,8.2
2639,CO,Jim Wells,50892,8.6
2640,CO,Johnson,51619,6
2641,CO,Jones,38914,5
2642,CO,Karnes,73144,-3.6
2643,CO,Kaufman,49494,4.3
2644,CO,Kendall,96628,1
2645,CO,Kenedy,47141,2.8
2646,CO,Kent,55725,-0.9
2647,CO,Kerr,61401,4.9
2648,CO,Kimble,54345,6.1
2649,CO,King,91930,-4.4
2650,CO,Kinney,42929,9.4
2651,CO,Kleberg,45818,3.8
2652,CO,Knox,50320,9.7
2653,CO,Lamar,50699,7.6
2654,CO,Lamb,54689,9.9
2655,CO,Lampasas,58507,5.2
2656,CO,La Salle,52652,-0.9
2657,CO,Lavaca,62375,2.9
2658,CO,Lee,56674,-0.2
2659,CO,Leon,53179,5.9
2660,CO,Liberty,42813,4.7
2661,CO,Limestone,47439,6.4
2662,CO,Lipscomb,102569,6.9
2663,CO,Live Oak,46134,4.9
2664,CO,Llano,59689,5
2665,CO,Loving,115158,-11.4
2666,CO,Lubbock,50881,4.9
2667,CO,Lynn,58496,-5.8
2668,CO,McCulloch,45744,6
2669,CO,McLennan,49512,7.5
2670,CO,McMullen,110273,-5
2671,CO,Madison,40859,8.4
2672,CO,Marion,47582,2.8
2673,CO,Martin,84121,-7.2
2674,CO,Mason,57094,3.7
2675,CO,Matagorda,50775,3.7
2676,CO,Maverick,38448,8.9
2677,CO,Medina,50076,5.1
2678,CO,Menard,47390,6.5
2679,CO,Midland,126738,-23.3
2680,CO,Milam,45286,8.1
2681,CO,Mills,51712,12.2
2682,CO,Mitchell,35417,1.3
2683,CO,Montague,45716,1.8
2684,CO,Montgomery,68974,0.8
2685,CO,Moore,56634,7.3
2686,CO,Morris,47226,6.7
2687,CO,Motley,41754,16.2
2688,CO,Nacogdoches,46246,6.1
2689,CO,Navarro,45616,5.9
2690,CO,Newton,43123,6.6
2691,CO,Nolan,52629,3.8
2692,CO,Nueces,52852,4
2693,CO,Ochiltree,64247,-5.2
2694,CO,Oldham,72126,7.7
2695,CO,Orange,48912,3.6
2696,CO,Palo Pinto,52042,5.3
2697,CO,Panola,53292,-0.3
2698,CO,Parker,65358,4.5
2699,CO,Parmer,63512,11.6
2700,CO,Pecos,43661,-0.6
2701,CO,Polk,47994,5
2702,CO,Potter,55764,9.5
2703,CO,Presidio,61776,10.7
2704,CO,Rains,41563,5.9
2705,CO,Randall,56381,5.7
2706,CO,Reagan,61077,-3.7
2707,CO,Real,55449,13.6
2708,CO,Red River,53818,7.7
2709,CO,Reeves,52811,-6.2
2710,CO,Refugio,54475,3.1
2711,CO,Roberts,56868,5.6
2712,CO,Robertson,52894,5.7
2713,CO,Rockwall,70833,2.2
2714,CO,Runnels,51307,4.5
2715,CO,Rusk,44874,5.1
2716,CO,Sabine,44900,9.1
2717,CO,San Augustine,50573,0.6
2718,CO,San Jacinto,46477,4.6
2719,CO,San Patricio,51392,3.4
2720,CO,San Saba,43735,-5.5
2721,CO,Schleicher,51775,5.8
2722,CO,Scurry,47138,0.3
2723,CO,Shackelford,93075,-7.9
2724,CO,Shelby,54640,8.7
2725,CO,Sherman,122945,-4.2
2726,CO,Smith,60284,-1.4
2727,CO,Somervell,54826,5.3
2728,CO,Starr,34933,14.5
2729,CO,Stephens,48498,-0.5
2730,CO,Sterling,65866,-0.6
2731,CO,Stonewall,73182,8.1
2732,CO,Sutton,68431,-9.3
2733,CO,Swisher,72623,4
2734,CO,Tarrant,58940,3.3
2735,CO,Taylor,58316,8.2
2736,CO,Terrell,63481,19.7
2737,CO,Terry,45353,11.7
2738,CO,Throckmorton,69390,2.2
2739,CO,Titus,48007,10.8
2740,CO,Tom Green,59877,7.5
2741,CO,Travis,81708,0.9
2742,CO,Trinity,47101,6.4
2743,CO,Tyler,41613,9.7
2744,CO,Upshur,43308,2.9
2745,CO,Upton,61595,8.3
2746,CO,Uvalde,53257,8.6
2747,CO,Val Verde,46642,6.6
2748,CO,Van Zandt,45045,5.6
2749,CO,Victoria,58479,1.9
2750,CO,Walker,33345,4.5
2751,CO,Waller,49404,3.5
2752,CO,Ward,55099,-12.2
2753,WA,Webb,40850,7.2
2754,WA,Wharton,52948,3.8
2755,WA,Wheeler,49906,7.6
2756,WA,Wichita,50210,4.6
2757,WA,Wilbarger,59952,4.4
2758,WA,Willacy,37792,12.1
2759,WA,Williamson,62931,5.1
2760,WA,Wilson,55762,3
2761,WA,Winkler,66180,-9.2
2762,WA,Wise,53871,5.4
2763,WA,Wood,47546,6.1
2764,WA,Yoakum,51954,1
2765,WA,Young,58602,3
2766,WA,Zapata,33288,0
2767,WA,Zavala,43868,9.6
2769,UT,Beaver,46960,20.6
2770,UT,Box Elder,45456,8.7
2771,UT,Cache,47269,5.2
2772,UT,Carbon,45120,5.9
2773,UT,Daggett,51672,4.5
2774,UT,Davis,54820,7.1
2775,UT,Duchesne,42903,6.3
2776,UT,Emery,40871,11
2777,UT,Garfield,50209,9.1
2778,UT,Grand,69832,7.1
2779,UT,Iron,38834,8
2780,UT,Juab,48060,10.3
2781,UT,Kane,49842,10.4
2782,UT,Millard,44281,7
2783,UT,Morgan,63256,6.9
2784,UT,Piute,49233,2.6
2785,UT,Rich,43280,6.2
2786,UT,Salt Lake,62547,8.5
2787,UT,San Juan,34038,10.2
2788,UT,Sanpete,39139,11.6
2789,UT,Sevier,41983,8.8
2790,UT,Summit,183972,5.5
2791,UT,Tooele,46131,8.2
2792,UT,Uintah,35128,3.7
2793,UT,Wasatch,71360,5.6
2794,WA,Wayne,52647,10.8
2795,WA,Weber,49857,7.4
2797,VT,Addison,59540,6.5
2798,VT,Bennington,61287,6.4
2799,VT,Caledonia,50533,10.2
2800,VT,Chittenden,67921,5.6
2801,VT,Essex,48120,8.1
2802,VT,Franklin,54756,6.5
2803,VT,Grand Isle,70543,4.3
2804,VT,Lamoille,62305,7.7
2805,VT,Orange,55573,7.4
2806,VT,Orleans,51960,9.3
2807,VT,Rutland,57831,7.4
2808,WA,Windham,55841,7.9
2809,WA,Windsor,69523,6.5
2811,VA,Accomack,57520,7.3
2812,VA,Amelia,50973,6.1
2813,VA,Amherst,44051,7.9
2814,VA,Appomattox,44943,6.9
2815,VA,Arlington,107603,3.1
2816,VA,Bath,72157,5.5
2817,VA,Bedford,53861,6
2818,VA,Bland,42820,6
2819,VA,Botetourt,57997,5.4
2820,VA,Brunswick,40151,10.4
2821,VA,Buchanan,44003,6.8
2822,VA,Buckingham,37220,8.3
2823,VA,Caroline,49650,7.7
2824,VA,Charles City,58882,9
2825,VA,Charlotte,43870,8
2826,VA,Chesterfield,61200,5.4
2827,VA,Clarke,75403,4.4
2828,VA,Craig,47457,7.2
2829,VA,Culpeper,55336,5.8
2830,VA,Cumberland,47040,7.3
2831,VA,Dickenson,41437,10.7
2832,VA,Essex,51780,9.2
2833,VA,Fauquier,78810,3.9
2834,VA,Floyd,47376,7.8
2835,VA,Fluvanna,53612,6.2
2836,VA,Franklin,50264,7.3
2837,VA,Giles,48098,7.6
2838,VA,Gloucester,55944,6.3
2839,VA,Goochland,110781,1.1
2840,VA,Grayson,38600,9
2841,VA,Greene,51152,5.4
2842,VA,Halifax,43557,8.6
2843,VA,Hanover,68934,6.5
2844,VA,Henrico,74650,1.6
2845,VA,Highland,50196,4.7
2846,VA,Isle of Wight,63005,5.7
2847,VA,King and Queen,55935,9.8
2848,VA,King George,62077,5.3
2849,VA,King William,53900,5.9
2850,VA,Lancaster,70474,6.2
2851,VA,Lee,38300,11.8
2852,VA,Loudoun,90254,3.5
2853,VA,Louisa,50089,6.1
2854,VA,Lunenburg,40149,9.6
2855,VA,Madison,55148,6.5
2856,VA,Mathews,66906,4.7
2857,VA,Mecklenburg,46019,9.1
2858,VA,Middlesex,59146,4.7
2859,VA,Nelson,63085,9
2860,VA,New Kent,90086,4
2861,VA,Northampton,63928,8.9
2862,VA,Northumberland,63005,5.5
2863,VA,Nottoway,42851,8.1
2864,VA,Orange,57849,5.3
2865,VA,Page,47157,8
2866,VA,Patrick,39564,8.5
2867,VA,Powhatan,67031,4.4
2868,VA,Prince Edward,38883,7.7
2869,VA,Pulaski,47174,9.1
2870,VA,Rappahannock,76181,3.6
2871,VA,Richmond,44749,10.5
2872,VA,Russell,40061,7.6
2873,VA,Scott,39583,7.3
2874,VA,Shenandoah,53753,7.4
2875,VA,Smyth,44740,8.5
2876,VA,Stafford,62954,4.8
2877,VA,Surry,51892,8.3
2878,VA,Sussex,39243,9.6
2879,VA,Tazewell,43786,6.4
2880,VA,Warren,54290,6.8
2881,VA,Westmoreland,50190,6.8
2882,VA,Wythe,43593,9.6
2884,VA,Alexandria,100017,4.6
2885,VA,Chesapeake,56742,6.8
2886,VA,Hampton,49233,8.8
2887,VA,Newport News,47448,9.8
2888,VA,Norfolk,46923,6.9
2889,VA,Portsmouth,47944,10.5
2890,VA,Richmond,68048,8.8
2891,VA,Roanoke,50599,10.6
2892,VA,Suffolk,59309,6.4
2893,VA,Virginia Beach,63942,5.6
2895,VA,Albemarle + Charlottesville,85867,3.1
2896,VA,Alleghany + Covington,45094,7
2897,VA,"Augusta, Staunton + Waynesboro",51965,6.6
2898,VA,Campbell + Lynchburg,44577,9.2
2899,VA,Carroll + Galax,43247,9.2
2900,VA,"Dinwiddie, Colonial Heights + Petersburg",47335,10.5
2901,VA,"Fairfax, Fairfax City + Falls Church",94677,3.2
2902,VA,Frederick + Winchester,59016,5.7
2903,VA,Greensville + Emporia,39397,11.6
